task_id,git_commit_count,final_target,final_srd_id,total_cost_usd,total_duration_s,total_tokens_input,productive_commits,zero_loc_commits,git_wasted_cost_proxy,first_commit_at,last_commit_at,span_hours
3702,1,cmd/cat,srd006,0.8723,110,594225,1,0,0.0,2026-03-29T02:04:26+00:00,2026-03-29T02:04:26+00:00,0.0
3703,1,cmd/cat,srd006,0.8069,123,448086,1,0,0.0,2026-03-29T02:06:46+00:00,2026-03-29T02:06:46+00:00,0.0
3704,1,cmd/cat,srd006,0.7476,58,593590,1,0,0.0,2026-03-29T02:08:01+00:00,2026-03-29T02:08:01+00:00,0.0
3705,1,cmd/cat,srd006,1.6665,392,1192190,1,0,0.0,2026-03-29T02:14:50+00:00,2026-03-29T02:14:50+00:00,0.0
3707,1,cmd/cat,srd006,1.1392,136,1105253,1,0,0.0,2026-03-29T02:19:09+00:00,2026-03-29T02:19:09+00:00,0.0
3708,1,cmd/sponge,srd007,1.0081,113,957426,1,0,0.0,2026-03-29T02:21:18+00:00,2026-03-29T02:21:18+00:00,0.0
3709,1,cmd/sponge,srd007,1.3028,348,505412,1,0,0.0,2026-03-29T02:27:23+00:00,2026-03-29T02:27:23+00:00,0.0
3710,1,cmd/sponge,srd007,1.2308,280,503899,1,0,0.0,2026-03-29T02:32:21+00:00,2026-03-29T02:32:21+00:00,0.0
3712,1,cmd/sponge,srd007,0.873,91,704287,1,0,0.0,2026-03-29T02:37:43+00:00,2026-03-29T02:37:43+00:00,0.0
3713,1,cmd/sponge,srd007,1.0519,191,500333,1,0,0.0,2026-03-29T02:41:15+00:00,2026-03-29T02:41:15+00:00,0.0
3714,1,cmd/sponge,srd007,0.9878,131,668082,1,0,0.0,2026-03-29T02:43:48+00:00,2026-03-29T02:43:48+00:00,0.0
3715,1,cmd/version,srd059,0.6293,53,467819,1,0,0.0,2026-03-29T02:45:00+00:00,2026-03-29T02:45:00+00:00,0.0
3717,1,cmd/version,srd059,0.6576,58,536096,1,0,0.0,2026-03-29T02:48:40+00:00,2026-03-29T02:48:40+00:00,0.0
3718,1,cmd/du,srd009,1.1254,233,613336,1,0,0.0,2026-03-29T02:52:48+00:00,2026-03-29T02:52:48+00:00,0.0
3719,1,cmd/du,srd009,0.8864,178,377229,1,0,0.0,2026-03-29T02:56:01+00:00,2026-03-29T02:56:01+00:00,0.0
3720,1,cmd/du,srd009,1.0359,370,628966,1,0,0.0,2026-03-29T03:02:30+00:00,2026-03-29T03:02:30+00:00,0.0
3722,1,cmd/du,srd009,0.9395,197,461688,1,0,0.0,2026-03-29T03:08:38+00:00,2026-03-29T03:08:38+00:00,0.0
3723,1,cmd/du,srd009,0.7925,132,371084,1,0,0.0,2026-03-29T03:11:06+00:00,2026-03-29T03:11:06+00:00,0.0
3724,1,cmd/true,srd013,1.381,139,1607511,1,0,0.0,2026-03-29T03:13:40+00:00,2026-03-29T03:13:40+00:00,0.0
3725,1,cmd/true,srd013,0.7061,89,483329,1,0,0.0,2026-03-29T03:15:25+00:00,2026-03-29T03:15:25+00:00,0.0
3727,1,cmd/true,srd013,0.5823,62,341991,1,0,0.0,2026-03-29T03:18:35+00:00,2026-03-29T03:18:35+00:00,0.0
3728,1,cmd/false,srd014,0.7571,111,491883,1,0,0.0,2026-03-29T03:20:40+00:00,2026-03-29T03:20:40+00:00,0.0
3729,1,cmd/false,srd014,0.6072,55,346961,1,0,0.0,2026-03-29T03:21:52+00:00,2026-03-29T03:21:52+00:00,0.0
3730,1,cmd/false,srd014,0.964,126,805793,1,0,0.0,2026-03-29T03:24:15+00:00,2026-03-29T03:24:15+00:00,0.0
3732,1,cmd/yes,srd012,0.9651,139,873566,1,0,0.0,2026-03-29T03:28:46+00:00,2026-03-29T03:28:46+00:00,0.0
3733,1,cmd/yes,srd012,1.12,234,915898,1,0,0.0,2026-03-29T03:33:17+00:00,2026-03-29T03:33:17+00:00,0.0
3734,1,cmd/yes,srd012,1.1797,236,924859,1,0,0.0,2026-03-29T03:37:50+00:00,2026-03-29T03:37:50+00:00,0.0
3735,1,cmd/basename,srd015,1.0007,109,958210,1,0,0.0,2026-03-29T03:40:15+00:00,2026-03-29T03:40:15+00:00,0.0
3737,1,cmd/basename,srd015,0.896,122,589789,1,0,0.0,2026-03-29T03:44:31+00:00,2026-03-29T03:44:31+00:00,0.0
3738,1,cmd/basename,srd015,0.645,57,429611,1,0,0.0,2026-03-29T03:45:45+00:00,2026-03-29T03:45:45+00:00,0.0
3739,1,cmd/basename,srd015,0.6277,51,428612,1,0,0.0,2026-03-29T03:46:52+00:00,2026-03-29T03:46:52+00:00,0.0
3740,2,cmd/dirname,srd016,1.6199,148,1343961,1,1,0.4672,2026-03-29T03:49:09+00:00,2026-03-29T03:49:09+00:00,0.0
3744,1,cmd/dirname,srd016,0.599,58,350214,1,0,0.0,2026-03-29T03:53:02+00:00,2026-03-29T03:53:02+00:00,0.0
3745,1,cmd/tee,srd017,0.8639,83,733998,1,0,0.0,2026-03-29T03:54:41+00:00,2026-03-29T03:54:41+00:00,0.0
3747,1,cmd/tee,srd017,0.6534,78,351874,1,0,0.0,2026-03-29T03:58:23+00:00,2026-03-29T03:58:23+00:00,0.0
3748,1,cmd/tee,srd017,0.6853,83,423139,1,0,0.0,2026-03-29T04:00:01+00:00,2026-03-29T04:00:01+00:00,0.0
3749,1,cmd/tee,srd017,1.2153,265,822488,1,0,0.0,2026-03-29T04:04:44+00:00,2026-03-29T04:04:44+00:00,0.0
3750,1,cmd/head,srd018,1.4432,193,1501450,1,0,0.0,2026-03-29T04:08:13+00:00,2026-03-29T04:08:13+00:00,0.0
3752,1,cmd/head,srd018,0.9236,117,743934,1,0,0.0,2026-03-29T04:13:07+00:00,2026-03-29T04:13:07+00:00,0.0
3753,1,cmd/head,srd018,0.968,180,557950,1,0,0.0,2026-03-29T04:16:22+00:00,2026-03-29T04:16:22+00:00,0.0
3754,1,cmd/head,srd018,1.0101,170,646497,1,0,0.0,2026-03-29T04:19:28+00:00,2026-03-29T04:19:28+00:00,0.0
3755,1,cmd/head,srd018,1.0956,155,756424,1,0,0.0,2026-03-29T04:22:19+00:00,2026-03-29T04:22:19+00:00,0.0
3757,1,cmd/seq,srd019,1.1691,197,804572,1,0,0.0,2026-03-29T04:27:38+00:00,2026-03-29T04:27:38+00:00,0.0
3758,1,cmd/seq,srd019,0.9557,103,875353,1,0,0.0,2026-03-29T04:29:37+00:00,2026-03-29T04:29:37+00:00,0.0
3759,1,cmd/seq,srd019,0.9714,169,570339,1,0,0.0,2026-03-29T04:32:41+00:00,2026-03-29T04:32:41+00:00,0.0
3760,1,cmd/seq,srd019,0.8352,103,627036,1,0,0.0,2026-03-29T04:34:40+00:00,2026-03-29T04:34:40+00:00,0.0
3762,1,cmd/version,srd011,0.6272,60,412150,1,0,0.0,2026-03-29T04:37:48+00:00,2026-03-29T04:37:48+00:00,0.0
3763,1,cmd/version,srd011,0.6627,77,417183,1,0,0.0,2026-03-29T04:39:22+00:00,2026-03-29T04:39:22+00:00,0.0
3764,1,cmd/seq,srd019,0.8522,76,696175,1,0,0.0,2026-03-29T04:40:56+00:00,2026-03-29T04:40:56+00:00,0.0
3765,1,cmd/wc,srd005,1.0609,217,554522,1,0,0.0,2026-03-29T04:44:50+00:00,2026-03-29T04:44:50+00:00,0.0
3767,1,cmd/wc,srd005,1.8559,258,1900856,1,0,0.0,2026-03-29T04:51:23+00:00,2026-03-29T04:51:23+00:00,0.0
3768,1,cmd/wc,srd005,2.498,674,1530051,1,0,0.0,2026-03-29T05:02:56+00:00,2026-03-29T05:02:56+00:00,0.0
3769,1,cmd/wc,srd005,2.5375,574,2350873,1,0,0.0,2026-03-29T05:12:48+00:00,2026-03-29T05:12:48+00:00,0.0
3770,1,cmd/wc,srd005,2.1499,631,1087794,1,0,0.0,2026-03-29T05:23:37+00:00,2026-03-29T05:23:37+00:00,0.0
3772,1,cmd/wc,srd005,1.1027,203,778217,1,0,0.0,2026-03-29T05:29:38+00:00,2026-03-29T05:29:38+00:00,0.0
3773,1,cmd/arch,srd045,1.0117,95,1107215,1,0,0.0,2026-03-29T05:31:31+00:00,2026-03-29T05:31:31+00:00,0.0
3774,1,cmd/arch,srd045,0.6459,54,434584,1,0,0.0,2026-03-29T05:32:40+00:00,2026-03-29T05:32:40+00:00,0.0
3775,1,cmd/hostid,srd048,0.8708,72,943859,1,0,0.0,2026-03-29T05:34:09+00:00,2026-03-29T05:34:09+00:00,0.0
3777,1,cmd/uname,srd044,0.7604,62,682995,1,0,0.0,2026-03-29T05:37:21+00:00,2026-03-29T05:37:21+00:00,0.0
3778,1,cmd/uname,srd044,0.5868,62,339699,1,0,0.0,2026-03-29T05:38:40+00:00,2026-03-29T05:38:40+00:00,0.0
3779,1,cmd/uname,srd044,0.689,73,486894,1,0,0.0,2026-03-29T05:40:09+00:00,2026-03-29T05:40:09+00:00,0.0
3780,1,cmd/uname,srd044,1.5551,186,1786819,1,0,0.0,2026-03-29T05:43:31+00:00,2026-03-29T05:43:31+00:00,0.0
3782,1,cmd/nproc,srd046,0.64,50,481865,1,0,0.0,2026-03-29T05:46:55+00:00,2026-03-29T05:46:55+00:00,0.0
3783,1,cmd/nproc,srd046,0.6337,58,419699,1,0,0.0,2026-03-29T05:48:09+00:00,2026-03-29T05:48:09+00:00,0.0
3784,1,cmd/nproc,srd046,0.5603,45,339782,1,0,0.0,2026-03-29T05:49:09+00:00,2026-03-29T05:49:09+00:00,0.0
3785,1,cmd/hostname,srd047,0.7018,57,557158,1,0,0.0,2026-03-29T05:50:22+00:00,2026-03-29T05:50:22+00:00,0.0
3787,1,cmd/hostname,srd047,0.4901,29,265451,1,0,0.0,2026-03-29T05:53:34+00:00,2026-03-29T05:53:34+00:00,0.0
3788,1,cmd/hostid,srd048,0.847,66,824372,1,0,0.0,2026-03-29T05:54:54+00:00,2026-03-29T05:54:54+00:00,0.0
3789,1,cmd/ls,srd008,0.9885,94,690340,1,0,0.0,2026-03-29T05:56:43+00:00,2026-03-29T05:56:43+00:00,0.0
3790,1,cmd/ls,srd008,1.7887,549,660581,1,0,0.0,2026-03-29T11:57:45+00:00,2026-03-29T11:57:45+00:00,0.0
3792,1,cmd/ls,srd008,1.0735,257,330432,1,0,0.0,2026-03-29T12:03:25+00:00,2026-03-29T12:03:25+00:00,0.0
3793,1,cmd/ls,srd008,0.7033,91,312427,1,0,0.0,2026-03-29T12:05:12+00:00,2026-03-29T12:05:12+00:00,0.0
3794,2,cmd/ls,srd008,1.3854,179,557815,1,1,0.6538,2026-03-29T12:06:56+00:00,2026-03-29T12:06:56+00:00,0.0
3797,1,cmd/ls,srd008,1.0752,206,595680,1,0,0.0,2026-03-29T12:14:02+00:00,2026-03-29T12:14:02+00:00,0.0
3798,1,cmd/ls,srd008,1.6257,435,597998,1,0,0.0,2026-03-29T12:21:34+00:00,2026-03-29T12:21:34+00:00,0.0
3799,1,cmd/ls,srd008,1.0457,106,877883,1,0,0.0,2026-03-29T12:23:38+00:00,2026-03-29T12:23:38+00:00,0.0
3800,1,cmd/ls,srd008,2.1672,449,2310816,1,0,0.0,2026-03-29T12:31:24+00:00,2026-03-29T12:31:24+00:00,0.0
3802,1,cmd/ls,srd008,2.1575,210,2648073,1,0,0.0,2026-03-29T12:36:35+00:00,2026-03-29T12:36:35+00:00,0.0
3803,1,cmd/ls,srd008,1.4143,154,1396671,1,0,0.0,2026-03-29T12:39:27+00:00,2026-03-29T12:39:27+00:00,0.0
3804,1,cmd/ls,srd008,2.4628,474,2217994,1,0,0.0,2026-03-29T12:47:39+00:00,2026-03-29T12:47:39+00:00,0.0
3805,1,cmd/ls,srd008,1.1073,92,994025,1,0,0.0,2026-03-29T12:49:30+00:00,2026-03-29T12:49:30+00:00,0.0
3807,1,cmd/ls,srd008,1.1292,81,1115703,1,0,0.0,2026-03-29T12:53:34+00:00,2026-03-29T12:53:34+00:00,0.0
3808,1,cmd/realpath,srd049,1.1848,162,996949,1,0,0.0,2026-03-29T12:56:33+00:00,2026-03-29T12:56:33+00:00,0.0
3809,1,cmd/realpath,srd049,1.0032,141,765874,1,0,0.0,2026-03-29T12:59:11+00:00,2026-03-29T12:59:11+00:00,0.0
3810,2,cmd/realpath,srd049,1.7275,197,1279781,1,1,0.9059,2026-03-29T13:01:38+00:00,2026-03-29T13:01:38+00:00,0.0
3813,1,cmd/realpath,srd049,0.6252,60,367180,0,1,0.6252,2026-03-29T13:06:22+00:00,2026-03-29T13:06:22+00:00,0.0
3814,2,cmd/readlink,srd050,1.9047,205,1566579,1,1,0.5475,2026-03-29T13:09:27+00:00,2026-03-29T13:09:27+00:00,0.0
3818,1,cmd/readlink,srd050,0.5164,37,272759,0,1,0.5164,2026-03-29T13:13:55+00:00,2026-03-29T13:13:55+00:00,0.0
3819,1,cmd/readlink,srd050,0.8808,90,754902,1,0,0.0,2026-03-29T13:15:42+00:00,2026-03-29T13:15:42+00:00,0.0
3820,1,cmd/pwd,srd051,0.981,59,853134,1,0,0.0,2026-03-29T13:16:55+00:00,2026-03-29T13:16:55+00:00,0.0
3822,1,cmd/pwd,srd051,0.6328,49,476041,1,0,0.0,2026-03-29T13:20:25+00:00,2026-03-29T13:20:25+00:00,0.0
3823,1,cmd/pwd,srd051,0.9145,119,702962,1,0,0.0,2026-03-29T13:22:40+00:00,2026-03-29T13:22:40+00:00,0.0
3824,1,cmd/pwd,srd051,1.0774,102,1120708,1,0,0.0,2026-03-29T13:24:40+00:00,2026-03-29T13:24:40+00:00,0.0
3825,1,cmd/tty,srd052,0.5507,43,278953,1,0,0.0,2026-03-29T13:25:39+00:00,2026-03-29T13:25:39+00:00,0.0
3827,1,cmd/tty,srd052,1.1224,198,998471,1,0,0.0,2026-03-29T13:30:50+00:00,2026-03-29T13:30:50+00:00,0.0
3828,1,cmd/tty,srd052,0.7326,61,582691,1,0,0.0,2026-03-29T13:32:08+00:00,2026-03-29T13:32:08+00:00,0.0
3829,1,cmd/logname,srd053,0.5374,43,273324,1,0,0.0,2026-03-29T13:33:05+00:00,2026-03-29T13:33:05+00:00,0.0
3830,1,cmd/logname,srd053,0.68,64,549581,1,0,0.0,2026-03-29T13:34:25+00:00,2026-03-29T13:34:25+00:00,0.0
3832,1,cmd/logname,srd053,1.0709,117,1160597,1,0,0.0,2026-03-29T13:38:11+00:00,2026-03-29T13:38:11+00:00,0.0
3833,1,cmd/echo,srd020,0.525,35,331204,1,0,0.0,2026-03-29T13:39:02+00:00,2026-03-29T13:39:02+00:00,0.0
3834,1,cmd/echo,srd020,0.6289,59,412597,1,0,0.0,2026-03-29T13:40:18+00:00,2026-03-29T13:40:18+00:00,0.0
3835,1,cmd/echo,srd020,0.9934,119,883578,1,0,0.0,2026-03-29T13:42:33+00:00,2026-03-29T13:42:33+00:00,0.0
3837,1,cmd/echo,srd020,1.0324,142,997884,1,0,0.0,2026-03-29T13:46:55+00:00,2026-03-29T13:46:55+00:00,0.0
3838,1,cmd/echo,srd020,0.7748,103,456408,1,0,0.0,2026-03-29T13:48:56+00:00,2026-03-29T13:48:56+00:00,0.0
3839,1,cmd/tac,srd021,0.5894,45,407228,1,0,0.0,2026-03-29T13:49:56+00:00,2026-03-29T13:49:56+00:00,0.0
3840,1,cmd/tac,srd021,1.0783,185,781368,1,0,0.0,2026-03-29T13:53:18+00:00,2026-03-29T13:53:18+00:00,0.0
3842,1,cmd/nl,srd022,0.8515,100,719623,1,0,0.0,2026-03-29T13:56:41+00:00,2026-03-29T13:56:41+00:00,0.0
3843,1,cmd/tac,srd021,1.0356,207,468052,1,0,0.0,2026-03-29T14:00:25+00:00,2026-03-29T14:00:25+00:00,0.0
3844,1,cmd/tac,srd021,0.9056,155,618137,1,0,0.0,2026-03-29T14:03:17+00:00,2026-03-29T14:03:17+00:00,0.0
3845,1,cmd/tac,srd021,0.6107,68,357389,0,1,0.6107,2026-03-29T14:04:43+00:00,2026-03-29T14:04:43+00:00,0.0
3847,1,cmd/nl,srd022,1.2466,238,817576,1,0,0.0,2026-03-29T14:10:39+00:00,2026-03-29T14:10:39+00:00,0.0
3848,1,cmd/nl,srd022,1.2666,300,885888,1,0,0.0,2026-03-29T14:15:56+00:00,2026-03-29T14:15:56+00:00,0.0
3849,1,cmd/nl,srd022,1.0227,134,863473,1,0,0.0,2026-03-29T14:18:29+00:00,2026-03-29T14:18:29+00:00,0.0
3850,1,cmd/nl,srd022,1.7233,370,1486345,1,0,0.0,2026-03-29T14:24:57+00:00,2026-03-29T14:24:57+00:00,0.0
3852,1,cmd/fold,srd023,1.9526,613,979505,1,0,0.0,2026-03-29T14:36:44+00:00,2026-03-29T14:36:44+00:00,0.0
3853,1,cmd/fold,srd023,0.6964,72,425482,1,0,0.0,2026-03-29T14:38:13+00:00,2026-03-29T14:38:13+00:00,0.0
3854,1,cmd/fold,srd023,0.8421,116,654002,1,0,0.0,2026-03-29T14:40:26+00:00,2026-03-29T14:40:26+00:00,0.0
3855,1,cmd/fold,srd023,1.1513,121,1123612,1,0,0.0,2026-03-29T14:42:44+00:00,2026-03-29T14:42:44+00:00,0.0
3857,1,cmd/expand,srd024,0.9233,85,835176,1,0,0.0,2026-03-29T14:46:33+00:00,2026-03-29T14:46:33+00:00,0.0
3858,1,cmd/expand,srd024,1.1201,182,901659,1,0,0.0,2026-03-29T14:49:53+00:00,2026-03-29T14:49:53+00:00,0.0
3859,1,cmd/expand,srd024,1.3704,360,765285,1,0,0.0,2026-03-29T14:56:10+00:00,2026-03-29T14:56:10+00:00,0.0
3860,1,cmd/expand,srd024,1.5379,226,1510113,1,0,0.0,2026-03-29T15:00:14+00:00,2026-03-29T15:00:14+00:00,0.0
3862,1,cmd/fold,srd023,0.7187,72,512322,1,0,0.0,2026-03-29T15:03:52+00:00,2026-03-29T15:03:52+00:00,0.0
3863,1,cmd/fold,srd023,1.2999,157,1365381,1,0,0.0,2026-03-29T15:06:47+00:00,2026-03-29T15:06:47+00:00,0.0
3864,1,cmd/fold,srd023,0.766,109,459037,1,0,0.0,2026-03-29T15:08:55+00:00,2026-03-29T15:08:55+00:00,0.0
3865,1,cmd/unexpand,srd025,1.1839,220,805716,1,0,0.0,2026-03-29T15:12:51+00:00,2026-03-29T15:12:51+00:00,0.0
3867,1,cmd/fold,srd023,0.9028,134,707205,1,0,0.0,2026-03-29T15:16:38+00:00,2026-03-29T15:16:38+00:00,0.0
3868,1,cmd/unexpand,srd025,0.9616,128,759778,1,0,0.0,2026-03-29T15:19:05+00:00,2026-03-29T15:19:05+00:00,0.0
3869,1,cmd/unexpand,srd025,1.1755,151,975724,1,0,0.0,2026-03-29T15:21:53+00:00,2026-03-29T15:21:53+00:00,0.0
3870,1,cmd/unexpand,srd025,0.9904,117,930177,1,0,0.0,2026-03-29T15:24:08+00:00,2026-03-29T15:24:08+00:00,0.0
3872,1,cmd/cut,srd026,1.0355,212,631517,1,0,0.0,2026-03-29T15:29:47+00:00,2026-03-29T15:29:47+00:00,0.0
3873,1,cmd/cut,srd026,0.7782,111,447496,1,0,0.0,2026-03-29T15:31:54+00:00,2026-03-29T15:31:54+00:00,0.0
3874,1,cmd/cut,srd026,1.0557,209,570699,1,0,0.0,2026-03-29T15:35:39+00:00,2026-03-29T15:35:39+00:00,0.0
3875,1,cmd/cut,srd026,1.3571,359,528182,1,0,0.0,2026-03-29T15:41:55+00:00,2026-03-29T15:41:55+00:00,0.0
3877,1,cmd/paste,srd027,1.2541,298,601533,1,0,0.0,2026-03-29T15:48:48+00:00,2026-03-29T15:48:48+00:00,0.0
3878,1,cmd/paste,srd027,0.7339,80,501835,1,0,0.0,2026-03-29T15:50:25+00:00,2026-03-29T15:50:25+00:00,0.0
3879,1,cmd/paste,srd027,0.8547,133,478637,1,0,0.0,2026-03-29T15:52:55+00:00,2026-03-29T15:52:55+00:00,0.0
3880,1,cmd/paste,srd027,0.7161,82,381198,1,0,0.0,2026-03-29T15:54:34+00:00,2026-03-29T15:54:34+00:00,0.0
3882,1,cmd/uniq,srd028,0.9377,98,741911,1,0,0.0,2026-03-29T15:58:05+00:00,2026-03-29T15:58:05+00:00,0.0
3883,1,cmd/uniq,srd028,0.9895,154,684210,1,0,0.0,2026-03-29T16:00:57+00:00,2026-03-29T16:00:57+00:00,0.0
3884,1,cmd/uniq,srd028,0.9557,129,615054,1,0,0.0,2026-03-29T16:03:25+00:00,2026-03-29T16:03:25+00:00,0.0
3885,1,cmd/uniq,srd028,0.9914,178,562151,1,0,0.0,2026-03-29T16:06:42+00:00,2026-03-29T16:06:42+00:00,0.0
3887,1,cmd/comm,srd029,1.0943,264,496022,1,0,0.0,2026-03-29T16:13:10+00:00,2026-03-29T16:13:10+00:00,0.0
3888,1,cmd/comm,srd029,0.8393,101,591098,1,0,0.0,2026-03-29T16:15:09+00:00,2026-03-29T16:15:09+00:00,0.0
3889,1,cmd/comm,srd029,2.1568,369,1947233,1,0,0.0,2026-03-29T16:21:36+00:00,2026-03-29T16:21:36+00:00,0.0
3890,1,cmd/comm,srd029,1.295,204,1067271,1,0,0.0,2026-03-29T16:25:16+00:00,2026-03-29T16:25:16+00:00,0.0
3892,1,cmd/md5sum,srd030,0.6355,52,484301,1,0,0.0,2026-03-29T16:29:09+00:00,2026-03-29T16:29:09+00:00,0.0
3893,2,cmd/md5sum,srd030,1.386,158,873847,1,1,0.7738,2026-03-29T16:30:15+00:00,2026-03-29T16:30:15+00:00,0.0
3895,1,cmd/md5sum,srd030,1.2115,172,994176,1,0,0.0,2026-03-29T16:35:28+00:00,2026-03-29T16:35:28+00:00,0.0
3897,1,cmd/sha1sum,srd031,0.6578,63,422696,1,0,0.0,2026-03-29T16:39:04+00:00,2026-03-29T16:39:04+00:00,0.0
3898,1,cmd/sha1sum,srd031,0.607,56,422954,1,0,0.0,2026-03-29T16:40:16+00:00,2026-03-29T16:40:16+00:00,0.0
3899,1,cmd/sha1sum,srd031,1.0543,197,803076,1,0,0.0,2026-03-29T16:43:50+00:00,2026-03-29T16:43:50+00:00,0.0
3902,1,cmd/sha256sum,srd032,0.5792,39,345145,1,0,0.0,2026-03-29T16:46:28+00:00,2026-03-29T16:46:28+00:00,0.0
3903,1,cmd/sha256sum,srd032,0.71,70,519440,1,0,0.0,2026-03-29T16:47:54+00:00,2026-03-29T16:47:54+00:00,0.0
3904,1,cmd/sha256sum,srd032,1.4831,298,1050373,1,0,0.0,2026-03-29T16:53:10+00:00,2026-03-29T16:53:10+00:00,0.0
3905,1,cmd/sha512sum,srd033,0.639,51,425913,1,0,0.0,2026-03-29T16:54:19+00:00,2026-03-29T16:54:19+00:00,0.0
3907,1,cmd/sha512sum,srd033,0.7762,77,530499,1,0,0.0,2026-03-29T16:57:41+00:00,2026-03-29T16:57:41+00:00,0.0
3908,1,cmd/sha512sum,srd033,0.8493,106,478049,1,0,0.0,2026-03-29T16:59:46+00:00,2026-03-29T16:59:46+00:00,0.0
3909,1,cmd/mkdir,srd034,1.5183,389,937437,1,0,0.0,2026-03-29T17:06:34+00:00,2026-03-29T17:06:34+00:00,0.0
3910,1,cmd/mkdir,srd034,1.8872,386,1470000,1,0,0.0,2026-03-29T17:13:18+00:00,2026-03-29T17:13:18+00:00,0.0
3912,1,cmd/mkdir,srd034,1.3891,323,704596,1,0,0.0,2026-03-29T17:21:06+00:00,2026-03-29T17:21:06+00:00,0.0
3913,1,cmd/mkdir,srd034,0.7811,86,538590,1,0,0.0,2026-03-29T17:22:50+00:00,2026-03-29T17:22:50+00:00,0.0
3914,1,cmd/rmdir,srd035,0.9439,94,797287,1,0,0.0,2026-03-29T17:24:44+00:00,2026-03-29T17:24:44+00:00,0.0
3915,1,cmd/rmdir,srd035,1.3116,315,590303,1,0,0.0,2026-03-29T17:30:16+00:00,2026-03-29T17:30:16+00:00,0.0
3917,1,cmd/rmdir,srd035,1.3627,210,1021081,1,0,0.0,2026-03-29T17:36:14+00:00,2026-03-29T17:36:14+00:00,0.0
3918,1,cmd/rmdir,srd035,0.9932,159,799542,1,0,0.0,2026-03-29T17:39:08+00:00,2026-03-29T17:39:08+00:00,0.0
3919,1,cmd/mktemp,srd036,1.8927,513,998733,1,0,0.0,2026-03-29T17:47:58+00:00,2026-03-29T17:47:58+00:00,0.0
3920,1,cmd/mktemp,srd036,0.818,135,450319,1,0,0.0,2026-03-29T17:50:30+00:00,2026-03-29T17:50:30+00:00,0.0
3922,1,cmd/mktemp,srd036,1.5726,379,547418,1,0,0.0,2026-03-29T17:58:43+00:00,2026-03-29T17:58:43+00:00,0.0
3923,1,cmd/mktemp,srd036,1.3305,234,708339,1,0,0.0,2026-03-29T18:02:56+00:00,2026-03-29T18:02:56+00:00,0.0
3924,1,cmd/mktemp,srd036,1.3186,132,1430456,1,0,0.0,2026-03-29T18:05:27+00:00,2026-03-29T18:05:27+00:00,0.0
3925,1,cmd/unlink,srd038,1.1506,121,1090046,1,0,0.0,2026-03-29T18:07:46+00:00,2026-03-29T18:07:46+00:00,0.0
3927,1,cmd/unlink,srd038,0.7082,77,500025,1,0,0.0,2026-03-29T18:11:04+00:00,2026-03-29T18:11:04+00:00,0.0
3928,1,cmd/unlink,srd038,0.7215,95,429887,1,0,0.0,2026-03-29T18:12:54+00:00,2026-03-29T18:12:54+00:00,0.0
3929,1,cmd/ln,srd037,0.898,93,671625,1,0,0.0,2026-03-29T18:14:44+00:00,2026-03-29T18:14:44+00:00,0.0
3930,1,cmd/ln,srd037,1.1117,213,482494,1,0,0.0,2026-03-29T18:18:34+00:00,2026-03-29T18:18:34+00:00,0.0
3932,1,cmd/ln,srd037,1.7837,478,706830,1,0,0.0,2026-03-29T18:28:55+00:00,2026-03-29T18:28:55+00:00,0.0
3933,1,cmd/ln,srd037,1.6917,415,760166,1,0,0.0,2026-03-29T18:36:10+00:00,2026-03-29T18:36:10+00:00,0.0
3934,1,cmd/ln,srd037,1.4185,146,1407091,1,0,0.0,2026-03-29T18:38:56+00:00,2026-03-29T18:38:56+00:00,0.0
3935,1,cmd/whoami,srd042,0.9382,90,840542,1,0,0.0,2026-03-29T18:40:44+00:00,2026-03-29T18:40:44+00:00,0.0
3937,1,cmd/whoami,srd042,0.6199,68,415411,1,0,0.0,2026-03-29T18:46:02+00:00,2026-03-29T18:46:02+00:00,0.0
3938,1,cmd/groups,srd043,1.0247,104,1009765,1,0,0.0,2026-03-29T18:48:02+00:00,2026-03-29T18:48:02+00:00,0.0
3939,1,cmd/groups,srd043,0.7132,60,558382,1,0,0.0,2026-03-29T18:49:20+00:00,2026-03-29T18:49:20+00:00,0.0
3940,1,cmd/groups,srd043,0.5721,50,345694,0,1,0.5721,2026-03-29T18:50:28+00:00,2026-03-29T18:50:28+00:00,0.0
3942,1,cmd/env,srd039,1.4742,382,804396,1,0,0.0,2026-03-29T19:00:22+00:00,2026-03-29T19:00:22+00:00,0.0
3943,1,cmd/env,srd039,1.0561,134,923719,1,0,0.0,2026-03-29T19:02:55+00:00,2026-03-29T19:02:55+00:00,0.0
3944,1,cmd/env,srd039,0.7894,112,519394,1,0,0.0,2026-03-29T19:05:06+00:00,2026-03-29T19:05:06+00:00,0.0
3945,1,cmd/printenv,srd040,0.8495,89,613057,1,0,0.0,2026-03-29T19:06:55+00:00,2026-03-29T19:06:55+00:00,0.0
3947,1,cmd/printenv,srd040,0.662,57,489984,1,0,0.0,2026-03-29T19:09:41+00:00,2026-03-29T19:09:41+00:00,0.0
3948,1,cmd/printenv,srd040,0.6513,76,422551,1,0,0.0,2026-03-29T19:11:14+00:00,2026-03-29T19:11:14+00:00,0.0
3949,1,cmd/id,srd041,1.0586,113,1050567,1,0,0.0,2026-03-29T19:13:23+00:00,2026-03-29T19:13:23+00:00,0.0
